Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Learning_Style
17.9,Male,Graduate,30000,B,93.2,Medium,6.4,Arts,Private,,Low,Yes,High,High,Medium,,High,35.8,Yes,5.4,Balanced,High,1.4,Yes,Positive,No,No,No,No,High,2.0,High,Kinesthetic
,Male,Graduate,75000,A,64.8,Low,6.8,Arts,Private,Medium,Low,No,Medium,High,High,Positive,Low,22.6,Yes,5.1,Healthy,Medium,5.3,Yes,Neutral,No,Yes,Yes,No,Medium,4.3,Low,Visual
20.3,Male,Graduate,40000,B,99.9,Medium,8.1,Arts,Private,Low,High,Yes,High,,High,Positive,Medium,31.7,No,4.2,Unhealthy,Medium,5.3,Yes,Positive,No,Yes,No,Yes,Low,1.9,Medium,Visual
22.5,Male,Graduate,75000,B,72.0,High,5.1,Arts,Public,High,High,Yes,Low,Medium,Medium,Neutral,High,35.6,No,7.5,Balanced,Medium,2.1,No,Negative,,Yes,Yes,Yes,Medium,0.7,Medium,Auditory
26.3,Female,High School,50000,C,81.5,Low,0.5,Medicine,,Low,Low,Yes,High,High,Low,,High,30.5,Yes,4.8,Healthy,High,1.7,Yes,Neutral,No,Yes,,Yes,High,1.6,High,Kinesthetic
,Female,College,40000,A,77.3,Low,7.3,Science,Public,Low,Low,Yes,Medium,High,High,Positive,Low,28.1,Yes,6.5,Balanced,Medium,,Yes,Neutral,No,Yes,No,No,High,4.4,High,Visual
24.4,Male,Graduate,Unknown,A,69.9,High,4.0,,Private,Medium,High,Yes,High,Medium,Medium,Neutral,Medium,34.6,Yes,7.4,Balanced,High,6.2,Yes,Positive,No,Yes,Yes,,Medium,4.1,Low,Auditory
18.5,Male,Graduate,30000,A,69.6,High,8.1,Medicine,Private,Medium,Medium,Yes,Low,,High,,Medium,27.0,Yes,7.3,Unhealthy,Medium,5.3,Yes,Neutral,No,Yes,No,No,Low,0.1,Medium,Visual
16.6,Female,Graduate,30000,C,65.5,Medium,3.5,Law,Private,Low,High,No,Medium,High,High,Positive,Medium,27.5,Yes,4.2,Balanced,High,,Yes,Positive,No,Yes,Yes,Yes,High,3.2,High,Kinesthetic
18.2,Female,Graduate,50000,B,62.5,High,1.57,Business,Private,High,Low,Yes,High,Low,Medium,Neutral,High,36.0,No,6.8,Healthy,Medium,3.3,Yes,Positive,,No,Yes,Yes,Low,2.2,High,Visual
20.0,Female,Graduate,75000,A,70.4,Medium,6.2,Medicine,Private,Medium,Medium,,Medium,High,High,Positive,High,38.8,No,8.7,Unhealthy,High,5.2,Yes,Negative,Yes,Yes,Yes,Yes,High,2.8,Low,Visual
,Male,Some College,Unknown,B,92.1,High,7.1,Science,Private,Medium,,Yes,Medium,High,High,Positive,Medium,27.1,Yes,8.0,Unhealthy,High,7.8,Yes,Neutral,No,Yes,No,No,Medium,2.7,,Visual
23.3,Female,High School,60000,B,73.0,Medium,4.8,Business,Public,Medium,Low,No,Medium,Medium,High,Positive,Medium,20.9,Yes,4.7,Balanced,High,1.2,,,No,No,No,Yes,High,1.9,High,Kinesthetic
16.8,Female,High School,75000,B,61.8,Medium,,Medicine,Public,Medium,Low,Yes,Low,High,Medium,Positive,Low,31.4,Yes,4.9,Healthy,High,0.2,,Neutral,No,Yes,Yes,No,High,3.4,High,Kinesthetic
17.0,Male,High School,30000,B,81.4,Medium,2.2,Business,Private,Medium,Low,,,Medium,Medium,Neutral,Medium,26.7,Yes,5.3,Balanced,High,1.5,No,Positive,No,Yes,No,No,High,3.8,High,Kinesthetic
21.5,Male,College,30000,A,82.0,Low,1.4,Engineering,Private,High,High,No,High,Medium,Medium,Positive,Medium,35.0,Yes,7.6,Unhealthy,Low,,No,Positive,No,Yes,Yes,Yes,Medium,1.8,Low,Auditory
16.9,Male,Some College,60000,C,68.5,High,7.2,Business,Public,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,21.2,Yes,8.2,Unhealthy,Medium,,Yes,Positive,Yes,Yes,Yes,Yes,High,1.7,Low,Visual
21.8,Male,Graduate,50000,A,89.7,High,7.2,Medicine,Public,Low,Low,Yes,High,High,Low,Positive,Low,26.8,Yes,,Unhealthy,Low,5.4,Yes,Positive,Yes,Yes,Yes,Yes,Low,4.1,Low,Auditory
18.7,Male,Some College,50000,A,75.3,Medium,6.5,Arts,Private,Low,Medium,Yes,Medium,High,Medium,Positive,High,20.1,No,6.9,Healthy,Low,7.86,Yes,Positive,No,Yes,No,No,High,0.3,Low,Visual
19.9,Female,,40000,A,61.7,High,5.7,Business,Public,Medium,Medium,Yes,High,Low,High,Neutral,Low,32.5,Yes,6.4,Healthy,High,7.8,Yes,Positive,Yes,No,Yes,Yes,Medium,3.4,Low,Auditory
16.1,Male,College,,A,94.4,High,7.2,Arts,Public,High,High,Yes,High,Low,Medium,Positive,Medium,28.3,No,7.7,Balanced,High,2.9,Yes,Positive,No,Yes,Yes,Yes,Low,3.2,Low,Visual
18.0,Female,College,40000,A,94.9,Low,6.4,Business,Public,Low,Low,Yes,Medium,High,Medium,Positive,Low,38.8,Yes,8.0,Healthy,Medium,5.5,Yes,Negative,No,Yes,No,No,Medium,2.9,Medium,Visual
16.1,Female,High School,Unknown,A,90.6,Low,7.0,Medicine,Public,Medium,High,No,High,Medium,Medium,Negative,Medium,33.8,No,7.7,Balanced,Medium,6.4,Yes,Positive,No,Yes,,Yes,High,1.8,High,Auditory
21.5,Male,High School,75000,A,74.5,Medium,6.1,Science,Private,Low,Low,Yes,Low,,Medium,Neutral,Medium,23.5,Yes,5.6,Balanced,High,0.9,Yes,Positive,No,Yes,Yes,No,High,0.4,High,Visual
18.1,Female,Some College,75000,A,61.6,High,4.6,Law,Private,Medium,Low,Yes,High,High,Medium,Neutral,Medium,,Yes,7.1,Unhealthy,Low,4.4,Yes,Neutral,No,Yes,Yes,Yes,Low,1.8,Medium,Auditory
24.5,Male,High School,60000,A,59.9,Medium,7.1,Arts,Public,Low,Medium,No,High,High,High,Positive,High,24.1,Yes,4.0,Balanced,Medium,5.6,Yes,Neutral,No,Yes,No,No,High,3.1,High,Auditory
15.0,Male,Graduate,75000,B,65.7,Low,6.2,Engineering,Public,Low,Medium,Yes,Low,High,Low,Positive,Low,31.9,Yes,,Unhealthy,Medium,7.1,Yes,Neutral,No,Yes,Yes,No,High,2.1,High,Visual
19.3,Female,High School,75000,C,98.1,,4.6,Arts,,Medium,Low,Yes,Medium,Medium,Medium,Neutral,Medium,31.7,Yes,4.9,Healthy,High,0.9,Yes,Positive,No,Yes,No,Yes,High,3.7,High,Auditory
21.7,Male,College,,C,,Low,7.7,Business,Private,Medium,,Yes,Medium,,High,Positive,High,28.3,Yes,8.3,Balanced,High,6.1,Yes,,Yes,Yes,No,Yes,Medium,,Medium,Visual
22.8,Male,College,60000,C,87.8,High,7.5,Science,Private,Medium,High,Yes,High,High,Medium,Positive,High,25.1,Yes,6.2,Balanced,Low,7.2,Yes,Negative,,Yes,No,No,Medium,3.0,Medium,Visual
24.5,,Some College,30000,C,,High,6.3,Engineering,Private,Medium,Medium,Yes,High,,High,Neutral,Medium,27.5,No,7.7,Unhealthy,High,5.3,Yes,Positive,No,No,Yes,Yes,High,4.1,High,Auditory
19.5,Female,College,30000,B,69.2,Medium,3.1,Science,Private,Medium,High,No,Low,Medium,Medium,Neutral,High,36.9,,7.1,Unhealthy,Low,7.3,Yes,Positive,No,Yes,Yes,,Medium,0.0,Medium,Auditory
19.5,Female,Some College,50000,B,96.9,High,3.2,Arts,Public,Medium,Medium,Yes,High,High,Medium,Positive,Medium,32.7,No,6.3,Healthy,Medium,1.0,Yes,Positive,No,No,Yes,Yes,High,4.6,Medium,Visual
22.0,,Some College,30000,B,99.3,,6.9,Engineering,Public,Medium,Medium,No,,High,High,Positive,Low,26.8,No,8.1,Unhealthy,Medium,8.0,Yes,Neutral,No,Yes,No,No,Low,-0.1,Medium,Visual
17.6,Female,High School,Unknown,B,95.0,Medium,6.1,Medicine,Private,Medium,Medium,No,High,High,Medium,Positive,Medium,31.0,No,6.0,Healthy,Medium,7.5,Yes,Positive,No,Yes,Yes,No,Medium,4.5,High,Visual
15.6,Male,Some College,,B,78.3,Medium,4.8,Arts,Public,Medium,Low,Yes,Medium,High,High,Neutral,Medium,25.9,,5.1,Balanced,High,1.1,Yes,Positive,No,Yes,No,No,High,3.6,High,Kinesthetic
20.1,Male,College,30000,B,91.5,High,2.2,Engineering,Private,Low,Low,Yes,High,High,Low,Neutral,Medium,27.7,Yes,,Healthy,High,1.6,No,Positive,Yes,Yes,No,No,High,0.1,High,Kinesthetic
16.9,Female,Some College,30000,B,99.4,Medium,7.5,Engineering,Public,Medium,Medium,Yes,High,High,High,Positive,High,26.5,Yes,6.4,Balanced,Medium,6.1,Yes,Positive,Yes,Yes,No,Yes,Low,1.2,Medium,Visual
24.1,Female,Some College,40000,A,64.0,Medium,5.0,Law,Private,Low,Low,Yes,High,High,Medium,Positive,Low,29.1,Yes,4.8,Healthy,High,7.52,Yes,Neutral,No,No,Yes,No,High,4.7,High,Visual
19.4,Female,College,30000,A,89.8,Low,2.3,Law,Private,High,Low,No,Low,Medium,Medium,Neutral,,38.9,Yes,5.4,Balanced,High,1.6,No,Negative,,No,No,Yes,High,2.5,High,Kinesthetic
19.5,Male,College,60000,A,82.3,High,0.1,Medicine,Public,Medium,,Yes,High,High,Medium,Neutral,Low,34.2,,6.5,Healthy,High,6.3,Yes,Positive,No,No,Yes,Yes,High,3.8,Medium,Auditory
15.1,Male,High School,60000,B,98.7,Medium,1.3,Medicine,Private,Medium,Low,No,High,Medium,Medium,Neutral,High,34.9,Yes,,Balanced,High,0.1,Yes,Neutral,Yes,No,Yes,No,High,1.2,High,Visual
17.0,Female,High School,75000,A,73.0,Low,6.6,Science,Private,Low,Medium,Yes,Low,High,High,Positive,Low,39.9,Yes,5.3,Unhealthy,Medium,6.1,Yes,Positive,No,,Yes,No,Medium,1.0,Low,Visual
19.0,Female,Graduate,40000,B,,Low,7.5,Engineering,Private,Low,Low,No,Medium,,Medium,Positive,Low,30.8,Yes,4.1,Balanced,,0.5,No,Negative,Yes,Yes,No,No,High,0.1,High,Kinesthetic
21.1,Male,College,Unknown,A,96.6,Low,6.9,Science,Private,Low,Low,Yes,Medium,High,Medium,Positive,Low,27.4,Yes,7.9,Healthy,Medium,6.3,Yes,Positive,,Yes,Yes,No,High,0.8,High,Visual
24.0,Male,College,40000,B,66.8,High,7.0,Arts,,High,High,Yes,Medium,High,,,Medium,28.1,Yes,8.4,Balanced,Medium,7.7,Yes,Positive,No,Yes,No,No,Medium,0.4,High,Visual
18.0,Male,Some College,30000,B,92.2,High,2.76,Engineering,Public,Medium,,No,High,Medium,Low,Neutral,Medium,34.4,Yes,6.4,Balanced,Low,6.9,Yes,Positive,No,No,Yes,Yes,High,,Low,Auditory
22.8,Female,Graduate,75000,C,90.5,Medium,3.9,Arts,Private,Medium,Low,No,Medium,High,Medium,Positive,High,22.0,Yes,5.0,Unhealthy,High,1.0,Yes,Neutral,No,Yes,,No,High,4.7,High,Kinesthetic
20.8,Female,High School,30000,B,84.0,High,5.3,Law,Private,Low,Medium,No,High,Medium,High,Negative,High,35.1,No,7.9,Balanced,Medium,4.2,Yes,Positive,Yes,Yes,Yes,Yes,Low,3.0,Low,Auditory
18.8,Male,College,60000,B,97.0,Low,2.9,Business,Public,Low,Low,Yes,High,Medium,Medium,Neutral,High,33.2,Yes,5.3,Healthy,High,2.1,No,Positive,No,Yes,No,,High,0.6,High,Kinesthetic
19.6,Male,College,40000,A,77.1,Medium,3.7,Medicine,Public,Low,Low,Yes,Medium,High,Medium,Neutral,Medium,26.1,Yes,5.5,Balanced,High,1.6,Yes,Positive,No,Yes,No,No,High,1.2,High,Kinesthetic
17.5,Male,High School,60000,B,85.8,Medium,5.5,Business,Private,Medium,Low,No,Medium,High,High,Negative,Low,36.9,Yes,4.5,Balanced,High,0.1,No,Positive,No,No,,No,High,0.8,High,Kinesthetic
22.6,Male,College,75000,B,65.7,Medium,0.1,Medicine,Public,Medium,High,Yes,Low,High,High,Positive,Medium,,No,6.8,Balanced,Medium,3.7,No,Positive,No,Yes,Yes,Yes,Medium,3.9,Medium,Auditory
15.6,Male,Graduate,40000,B,82.2,High,1.39,Science,Public,,Low,Yes,High,High,Medium,Positive,Medium,23.6,Yes,4.7,Unhealthy,High,0.3,Yes,Negative,No,No,No,No,High,2.4,High,Kinesthetic
20.3,Female,Some College,60000,,97.7,High,5.3,Business,Private,Medium,Low,Yes,High,High,High,Negative,Medium,20.7,,6.36,Unhealthy,Medium,8.0,No,Positive,Yes,Yes,Yes,Yes,Medium,0.1,High,Auditory
20.0,Female,Some College,75000,B,99.5,Low,8.1,Engineering,Public,Medium,High,Yes,Medium,,High,Positive,Low,20.0,Yes,,Balanced,Low,6.6,Yes,Neutral,No,Yes,Yes,No,Low,0.6,Medium,Visual
21.6,Female,Graduate,Unknown,B,61.0,High,7.8,Business,Public,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,,,4.2,Unhealthy,Low,6.0,Yes,Negative,No,Yes,Yes,No,Medium,4.0,,Visual
,Female,Graduate,75000,B,74.4,High,6.3,Science,Public,Medium,Medium,Yes,Medium,High,Medium,Neutral,Medium,28.4,No,6.7,Balanced,High,6.2,No,Positive,No,No,Yes,Yes,Medium,2.8,Medium,Auditory
17.3,Male,High School,60000,B,93.0,High,4.5,Science,Private,Medium,Medium,Yes,High,High,,Neutral,Low,35.2,Yes,7.8,Healthy,High,5.46,No,Positive,No,Yes,Yes,Yes,Low,3.1,High,Auditory
23.8,Female,High School,30000,B,,Medium,7.3,Medicine,Public,Medium,Low,No,Medium,,Low,Positive,Medium,21.8,Yes,4.7,Balanced,High,0.4,Yes,Positive,No,No,No,No,High,4.4,High,Kinesthetic
17.6,Male,Some College,30000,A,82.0,High,3.2,Medicine,Public,Low,High,No,,High,Medium,Neutral,Medium,37.1,Yes,7.3,Balanced,High,6.9,No,Positive,No,Yes,Yes,Yes,High,,Low,Auditory
18.6,Female,,30000,B,81.2,Medium,-0.2,Arts,Private,Low,,No,Medium,,High,Positive,Medium,21.4,Yes,4.7,Healthy,High,0.5,Yes,Negative,No,Yes,No,No,High,0.1,High,Visual
22.6,Female,High School,30000,B,94.3,Low,6.1,Business,Public,High,Medium,Yes,Medium,High,Medium,Positive,Medium,21.5,Yes,7.5,Healthy,Medium,7.7,Yes,Neutral,Yes,Yes,No,Yes,,5.0,Medium,Visual
14.3,Male,Some College,50000,B,70.4,High,6.2,Arts,Public,Low,High,No,High,High,Medium,Positive,Low,35.2,Yes,6.0,Balanced,,6.2,Yes,Positive,No,Yes,No,No,Low,1.7,Medium,Visual
16.2,Female,College,60000,B,62.3,High,,Science,,Low,Medium,No,High,Medium,High,Neutral,Low,33.5,No,7.2,Unhealthy,High,7.2,Yes,Positive,Yes,No,Yes,Yes,High,3.9,Medium,Auditory
17.9,Female,Some College,40000,B,,High,,Law,Private,Medium,High,Yes,Low,Medium,Medium,Negative,Medium,24.5,Yes,,Healthy,Medium,2.5,Yes,Positive,No,No,Yes,Yes,Low,3.3,Low,Auditory
21.8,Female,,60000,B,68.0,High,1.93,Engineering,Private,Medium,Low,Yes,Medium,Medium,Medium,Positive,Low,33.6,Yes,4.0,,High,1.3,Yes,Positive,No,No,Yes,No,High,3.0,High,Kinesthetic
21.9,Female,Graduate,60000,C,88.7,High,2.8,Medicine,Private,Medium,Medium,No,,Low,Medium,Positive,Low,37.6,No,7.2,Balanced,Medium,7.35,Yes,Positive,No,No,Yes,Yes,Medium,1.1,Medium,Auditory
14.8,Male,College,Unknown,C,89.8,,7.0,,Public,Low,High,No,High,High,Medium,Positive,Medium,39.2,No,,Healthy,Medium,5.4,Yes,Negative,No,Yes,Yes,No,High,2.0,High,Visual
17.6,Male,Some College,Unknown,A,81.7,High,6.3,Science,Private,High,Medium,Yes,High,Medium,Medium,,Medium,27.5,Yes,8.2,Unhealthy,Low,2.6,No,Positive,No,Yes,Yes,Yes,High,2.3,Low,Auditory
21.8,Female,Some College,Unknown,A,72.3,High,5.5,,Private,Low,Medium,Yes,High,Medium,Medium,Neutral,Medium,38.0,No,7.3,Healthy,Low,5.65,No,Positive,No,No,Yes,Yes,Medium,3.4,Medium,Auditory
19.6,Male,College,50000,B,84.9,Medium,6.3,Business,Private,Medium,Low,No,High,High,Medium,Positive,High,30.0,Yes,6.1,Unhealthy,Low,8.1,Yes,Negative,No,Yes,Yes,No,Medium,2.3,Medium,Visual
19.6,Male,Some College,40000,A,73.7,High,,Engineering,Private,Low,Low,Yes,High,Medium,Medium,Negative,Medium,,Yes,4.0,Balanced,,,No,Positive,No,Yes,Yes,No,High,2.8,High,Kinesthetic
19.4,Male,Some College,75000,A,89.7,Low,,Science,,Low,Low,No,Medium,High,Medium,Positive,Medium,23.0,Yes,4.5,Unhealthy,High,1.2,Yes,Neutral,No,No,No,No,High,1.4,High,Kinesthetic
19.8,Female,College,30000,B,85.5,High,3.4,Arts,Public,Medium,Low,Yes,Medium,Low,High,,High,33.4,Yes,,Unhealthy,High,1.17,No,Positive,No,Yes,Yes,Yes,High,1.1,High,Kinesthetic
22.5,Male,Some College,60000,C,96.2,Low,6.0,Medicine,Public,Medium,Medium,Yes,High,Medium,Medium,Positive,High,32.0,Yes,7.5,Healthy,Low,6.2,Yes,Positive,No,Yes,Yes,Yes,Low,-0.1,Low,Auditory
21.7,Female,Some College,Unknown,C,73.9,High,6.9,Business,Public,Medium,Medium,Yes,,High,High,Positive,Medium,29.9,Yes,8.8,Unhealthy,High,7.5,Yes,Positive,No,Yes,Yes,Yes,Low,3.3,Low,Visual
19.1,Male,High School,75000,A,88.0,Medium,1.2,Science,Public,Medium,Low,Yes,High,High,Medium,Neutral,Low,25.4,Yes,,Healthy,High,-0.1,Yes,Neutral,No,No,No,No,High,3.5,High,Kinesthetic
16.4,Male,College,60000,A,91.2,High,1.0,Science,Private,Low,Low,Yes,High,High,Medium,Neutral,,25.5,No,,Unhealthy,Medium,1.3,Yes,Positive,,Yes,Yes,Yes,Medium,2.1,High,Auditory
23.0,Male,College,60000,C,79.2,High,,Science,Private,Medium,Low,No,High,High,Medium,Positive,High,33.6,,4.2,Balanced,High,,Yes,Negative,Yes,Yes,Yes,Yes,High,4.0,High,Kinesthetic
27.1,Male,High School,60000,A,63.22,Low,7.2,Science,Public,Low,High,Yes,Low,High,Low,Positive,High,39.3,No,5.4,Unhealthy,High,6.9,Yes,Positive,No,Yes,Yes,No,Medium,4.9,Low,Visual
,Male,High School,50000,B,61.9,Medium,7.3,Business,Private,Medium,Medium,Yes,Medium,High,Low,Positive,High,33.8,,8.7,Balanced,Medium,5.2,Yes,,No,Yes,No,No,High,0.7,Medium,Kinesthetic
21.4,Female,Some College,30000,C,94.8,High,7.8,Medicine,,High,Medium,Yes,Medium,,High,Positive,Low,29.5,,,Balanced,High,,No,Negative,No,Yes,No,No,High,0.8,High,Visual
23.4,Female,College,40000,B,93.5,Low,,Business,,Medium,Low,Yes,Medium,Medium,High,Positive,Medium,40.0,Yes,,Healthy,High,1.3,No,Positive,No,No,No,Yes,High,3.7,High,Kinesthetic
21.2,,College,75000,A,62.02,Low,,Law,Public,High,Low,No,High,High,Medium,,Medium,23.1,Yes,5.5,Healthy,High,1.1,No,Positive,Yes,No,No,Yes,High,2.4,High,Visual
21.4,Male,Some College,50000,B,89.5,High,0.5,Arts,Public,Low,Medium,Yes,High,Low,Medium,Positive,Medium,21.6,No,7.8,Unhealthy,High,1.8,Yes,Positive,No,Yes,Yes,Yes,Low,,High,Auditory
18.5,Female,Some College,50000,C,90.5,Medium,6.7,Business,Public,Medium,Low,Yes,Medium,Medium,,Neutral,Medium,34.0,Yes,4.8,Unhealthy,High,0.0,Yes,Positive,,No,No,No,High,3.8,High,Kinesthetic
17.6,Female,Graduate,60000,B,83.0,High,7.8,Medicine,Private,Low,Medium,Yes,High,High,Medium,Positive,High,34.4,Yes,7.0,Balanced,Low,8.92,No,Positive,No,Yes,Yes,,Low,4.0,Medium,Auditory
23.9,Female,High School,Unknown,A,81.3,Medium,6.3,Business,Private,,Medium,Yes,High,Medium,High,Neutral,Medium,31.4,Yes,7.4,Balanced,Medium,7.5,,Positive,No,No,Yes,Yes,High,1.1,High,Auditory
23.4,Female,High School,75000,B,72.1,High,4.5,Law,Public,Medium,,Yes,High,,Medium,Positive,Low,30.3,Yes,6.8,Balanced,High,2.2,Yes,Positive,No,Yes,Yes,Yes,Medium,0.6,Medium,Auditory
22.6,Male,College,60000,C,85.8,High,0.1,Engineering,Public,Medium,Medium,Yes,High,High,Medium,Neutral,Medium,35.9,,,,Low,1.6,No,Positive,No,Yes,Yes,Yes,Low,1.3,Medium,Auditory
22.1,Female,Graduate,60000,C,87.6,High,4.3,Business,Public,Low,High,Yes,High,Medium,Medium,Positive,Low,31.1,Yes,,Healthy,High,,No,,No,No,Yes,Yes,Medium,1.8,High,Auditory
19.5,Male,Graduate,40000,A,78.3,Low,7.5,,Private,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,28.2,Yes,5.8,Balanced,Medium,5.7,Yes,Neutral,No,Yes,No,Yes,Medium,2.7,Medium,Visual
17.6,,Graduate,60000,B,66.2,Medium,6.4,Law,Private,,Low,No,Medium,Low,,Neutral,Low,29.3,Yes,5.8,Balanced,High,0.1,Yes,Positive,Yes,Yes,No,Yes,High,4.3,High,Kinesthetic
21.7,Male,College,75000,B,77.8,,6.5,Business,Private,Low,High,No,Medium,High,Low,Positive,Medium,37.8,Yes,4.7,Healthy,High,5.9,Yes,Negative,,Yes,No,No,High,2.3,Low,Kinesthetic
19.0,Female,Graduate,,B,97.0,High,6.6,Science,Public,Medium,High,Yes,High,Medium,Medium,Positive,Low,33.9,,,Unhealthy,High,1.5,No,Positive,No,No,Yes,Yes,Low,4.2,Medium,Auditory
17.9,Female,Some College,60000,C,74.6,Medium,4.9,Science,Public,Medium,Low,Yes,Medium,Medium,Medium,Positive,High,,Yes,4.6,Balanced,High,1.1,Yes,Neutral,No,Yes,Yes,No,High,2.7,High,Kinesthetic
21.1,Male,High School,75000,B,72.4,High,,Medicine,Public,Low,Low,Yes,High,High,High,Neutral,Medium,26.4,Yes,5.2,,High,2.1,No,Positive,No,Yes,Yes,Yes,High,3.1,High,Kinesthetic
18.0,Male,Graduate,40000,A,66.0,High,2.7,Science,Public,High,Low,Yes,,Medium,,Negative,Low,,Yes,5.2,Balanced,High,1.7,Yes,Neutral,No,Yes,Yes,No,,0.9,High,Kinesthetic
19.9,Female,Some College,75000,B,93.9,High,6.8,Business,Private,Low,Medium,No,High,Low,High,Neutral,Low,40.0,Yes,7.9,Healthy,Low,3.8,Yes,Positive,Yes,No,Yes,Yes,High,2.7,Low,Auditory
21.8,Male,College,50000,A,66.6,High,2.8,Arts,Private,Low,Medium,No,High,,High,Negative,Medium,30.4,No,7.8,Balanced,High,2.7,Yes,Positive,No,Yes,Yes,Yes,High,3.7,Medium,Auditory
19.7,Male,College,30000,C,98.3,High,3.4,Business,Private,Medium,Medium,Yes,High,Low,High,Positive,Medium,21.8,Yes,5.94,Healthy,Low,2.7,Yes,Positive,No,Yes,Yes,Yes,High,3.6,High,Auditory
20.3,Female,Graduate,40000,A,84.7,High,,Business,Private,Low,Low,,Medium,Medium,Medium,Neutral,High,31.3,Yes,5.3,Unhealthy,High,1.1,Yes,Positive,Yes,Yes,No,No,High,0.2,High,Kinesthetic
17.6,Male,Graduate,50000,A,74.6,Low,3.0,Business,Public,Medium,Low,No,Low,Medium,Medium,Neutral,Medium,35.1,Yes,4.3,Healthy,High,1.1,Yes,Neutral,No,Yes,No,No,High,1.8,High,Kinesthetic
20.8,Female,College,Unknown,A,96.6,,0.3,Science,Private,Low,Medium,No,High,High,High,Negative,Medium,35.3,Yes,7.0,Healthy,High,4.5,,Positive,Yes,Yes,,Yes,Medium,5.0,Low,Kinesthetic
21.2,Female,College,40000,A,67.9,High,6.9,Arts,Private,Low,Low,No,High,High,Medium,Positive,Medium,39.3,Yes,,Healthy,High,0.3,Yes,Positive,Yes,Yes,,Yes,High,3.7,High,Kinesthetic
22.6,Female,High School,40000,B,60.8,Low,7.0,Business,Private,High,Low,No,Medium,High,Medium,Positive,High,28.8,No,7.2,Unhealthy,Low,6.6,Yes,Positive,Yes,Yes,Yes,No,Low,2.9,Low,Visual
24.4,Female,Some College,30000,A,,High,2.91,Arts,Public,,Medium,Yes,Medium,Low,Medium,,Medium,25.2,Yes,8.6,Healthy,High,6.3,Yes,Neutral,No,Yes,No,No,High,3.2,High,Visual
19.6,,Graduate,75000,B,87.3,High,4.2,Law,Private,,Medium,Yes,High,High,Medium,Neutral,Medium,,,7.9,Balanced,High,6.6,Yes,Positive,No,Yes,Yes,Yes,High,4.7,Low,Auditory
22.1,Female,Some College,60000,B,79.6,High,3.4,Engineering,Public,Medium,Medium,No,High,High,Medium,Positive,Low,35.7,No,7.0,Balanced,Low,7.2,Yes,Positive,No,No,Yes,,Low,4.6,Medium,Auditory
16.5,Male,High School,75000,B,98.5,Low,5.0,Business,Public,High,Low,,High,High,Medium,Neutral,High,30.2,Yes,7.6,Balanced,Low,1.1,Yes,Positive,No,Yes,Yes,Yes,Medium,4.7,High,Auditory
23.1,Male,Some College,Unknown,C,93.1,High,7.6,,Public,Medium,Low,No,Medium,High,Medium,Positive,Low,24.7,No,5.3,Balanced,High,,Yes,Neutral,No,Yes,No,,High,1.6,High,Visual
19.9,Male,Some College,40000,C,74.8,Medium,7.0,,Private,Medium,High,Yes,High,High,Medium,Positive,High,26.8,Yes,7.2,Healthy,Low,7.7,Yes,Neutral,No,Yes,Yes,Yes,Medium,4.1,Medium,Visual
23.3,Male,College,40000,B,79.3,High,5.0,Medicine,Private,Medium,Low,Yes,Medium,Low,Medium,,Low,36.7,Yes,5.0,Balanced,High,1.6,Yes,Neutral,No,Yes,No,No,High,1.3,High,Kinesthetic
22.0,Male,High School,75000,B,,Medium,6.4,Business,Public,Medium,Medium,Yes,Low,High,Medium,Positive,High,28.3,No,9.0,Balanced,Low,5.4,Yes,Neutral,No,Yes,No,No,Medium,0.2,Low,Visual
20.1,Female,Graduate,75000,B,92.9,High,7.8,Law,Private,High,High,Yes,,Medium,Medium,Neutral,Medium,22.8,Yes,7.3,Unhealthy,High,2.3,Yes,Positive,No,No,Yes,Yes,Medium,2.2,,Auditory
22.3,Male,College,75000,B,82.7,High,2.2,,Public,Low,High,Yes,High,Medium,Low,Positive,Low,33.4,Yes,6.4,Healthy,High,2.3,Yes,Positive,No,Yes,Yes,Yes,Medium,,Low,Auditory
22.2,Male,High School,60000,B,77.9,High,6.2,Business,Public,Low,Low,Yes,High,Low,Medium,Positive,Medium,31.9,Yes,6.9,Healthy,Medium,,Yes,Positive,No,No,Yes,Yes,Medium,4.7,Low,Auditory
,Male,Graduate,30000,C,60.4,High,7.8,Business,Private,Low,Medium,No,High,Medium,High,Negative,Medium,28.0,Yes,7.8,Balanced,Low,,Yes,Positive,,Yes,Yes,Yes,Low,3.3,Medium,Auditory
,,,30000,A,69.1,Low,6.9,Medicine,Private,Low,High,Yes,Low,High,,Positive,High,28.7,,6.8,Healthy,Medium,5.0,Yes,Negative,Yes,Yes,No,Yes,Low,3.3,High,Visual
